policy_id,insurer_name,postcode,region_name,wind_risk_band,building_type,sum_insured,mitigation_flag,annual_premium,policy_start_date,policy_end_date,broker_code
POL-004821,Northbeam General,6721,Port Hedland WA,T-W,Strata,2071662,Shutters Installed,15442.39,2024-09-17,2025-09-17,BRK-4118
POL-004822,Southern Cross Insurance,4802,Townsville QLD,T-W,Strata,8978463,,93734.88,2025-07-27,2026-07-27,BRK-3390
POL-004823,Southern Cross Insurance,6714,Karratha WA,T-W,Strata,13666531,Elevated Slab,109334.85,2024-11-10,2025-11-10,BRK-1042
POL-004824,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,511300,Elevated Slab,4141.9,2023-01-28,2024-01-28,BRK-2071
POL-004825,Outback Assurance Group,810,Darwin NT,T-W,SME,2614533,,23776.7,2023-10-29,2024-10-28,BRK-1042
POL-004826,Southern Cross Insurance,4810,Townsville QLD,T-W,Home,616448,,5747.47,2025-08-01,2026-08-01,BRK-4118
POL-004827,Northbeam General,4680,Gladstone QLD,L-P,Home,392714,,1717.11,2024-12-19,2025-12-19,BRK-4118
POL-004828,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Strata,2473501,,16583.34,2023-12-10,2024-12-09,
POL-004829,Northbeam General,6000,Perth WA,B-F,Home,493338,,817.35,2023-02-05,2024-02-05,BRK-4118
POL-004830,Outback Assurance Group,810,Darwin NT,T-W,Home,502992,,4537.66,2023-08-07,2024-08-06,BRK-1042
POL-004831,Northbeam General,4700,Rockhampton QLD,Q-S,SME,2463840,,14629.36,2024-02-28,2025-02-27,BRK-1042
POL-004832,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,619249,,5786.82,2025-06-01,2026-06-01,BRK-4118
POL-004833,Pacific Rim Insurance,800,Darwin NT,T-W,Home,820012,Roof Tie-Down,6884.51,2024-05-18,2025-05-18,
POL-004834,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Home,299792,,2106.94,2024-03-02,2025-03-02,BRK-4118
POL-004835,Outback Assurance Group,6714,Karratha WA,T-W,SME,2541850,Shutters Installed,19833.03,2024-02-15,2025-02-14,BRK-4118
POL-004836,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,560852,Shutters Installed,786.01,2025-08-10,2026-08-10,BRK-2071
POL-004837,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Home,797622,,4848.61,2023-05-23,2024-05-22,BRK-1042
POL-004838,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Strata,11064637,,70211.69,2024-08-21,2025-08-21,BRK-2071
POL-004839,Pacific Rim Insurance,6714,Karratha WA,T-W,SME,2036253,,19690.02,2025-01-01,2026-01-01,BRK-2071
POL-004840,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,SME,2503449,Roof Tie-Down,9635.43,2024-12-10,2025-12-10,BRK-2071
POL-004841,Northbeam General,6721,Port Hedland WA,T-W,Home,411601,Roof Tie-Down,3020.86,2023-03-23,2024-03-22,
POL-004842,Northbeam General,4700,Rockhampton QLD,Q-S,SME,2330518,,13909.75,2025-01-21,2026-01-21,BRK-1042
POL-004843,Outback Assurance Group,4703,Rockhampton QLD,Q-S,SME,1272352,,8878.09,2025-08-25,2026-08-25,BRK-4118
POL-004844,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,714009,Shutters Installed,2767.96,2025-02-05,2026-02-05,BRK-1042
POL-004845,Coral Coast Mutual,4825,Cloncurry QLD,B-F,Home,817886,Elevated Slab,1302.03,2025-03-07,2026-03-07,
POL-004846,Northbeam General,4700,Rockhampton QLD,Q-S,Home,647115,,4611.36,2025-01-09,2026-01-09,BRK-1042
POL-004847,Coral Coast Mutual,810,Darwin NT,T-W,Home,756585,,7114.01,2023-08-20,2024-08-19,BRK-1042
POL-004848,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Strata,2121687,,13533.63,2024-11-12,2025-11-12,BRK-2071
POL-004849,Coral Coast Mutual,4350,Toowoomba QLD,B-F,SME,1855250,Shutters Installed,3016.38,2025-02-11,2026-02-11,BRK-2071
POL-004850,Northbeam General,850,Alice Springs NT,B-F,Home,431911,,729.69,2024-10-27,2025-10-27,
POL-004851,Northbeam General,4737,Bowen QLD,Q-S,Home,288326,,1707.67,2023-12-05,2024-12-04,BRK-1042
POL-004852,Northbeam General,6714,Karratha WA,T-W,Home,742638,,6657.61,2025-08-22,2026-08-22,BRK-3390
POL-004853,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,382711,,2323.55,2023-12-19,2024-12-18,BRK-2071
POL-004854,Northbeam General,4870,Cairns QLD,T-W,Home,516939,Roof Tie-Down,3791.72,2025-01-14,2026-01-14,BRK-3390
POL-004855,Northbeam General,6714,Karratha WA,T-W,Home,680487,Shutters Installed,5518.24,2025-01-13,2026-01-13,
POL-004856,Southern Cross Insurance,4802,Townsville QLD,T-W,SME,2321634,,22713.83,2023-10-28,2024-10-27,BRK-4118
POL-004857,Coral Coast Mutual,800,Darwin NT,T-W,Home,813543,,8275.55,2023-03-12,2024-03-11,BRK-1042
POL-004858,Outback Assurance Group,4802,Townsville QLD,T-W,Home,549357,,5114.23,2024-10-22,2025-10-22,BRK-1042
POL-004859,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,609944,,1071.57,2023-01-11,2024-01-11,BRK-1042
POL-004860,Outback Assurance Group,6000,Perth WA,B-F,Home,527407,,996.06,2024-03-17,2025-03-17,BRK-3390
POL-004861,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,323980,,637.38,2023-06-16,2024-06-15,
POL-004862,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Home,737844,Elevated Slab,1223.28,2024-03-24,2025-03-24,
POL-004863,Coral Coast Mutual,4870,Cairns QLD,T-W,SME,1078138,Elevated Slab,8251.78,2024-09-21,2025-09-21,BRK-2071
POL-004864,Coral Coast Mutual,6714,Karratha WA,T-W,Home,542602,,5627.81,2024-03-07,2025-03-07,BRK-4118
POL-004865,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,832125,Roof Tie-Down,4684.51,2023-07-31,2024-07-30,BRK-3390
POL-004866,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Home,486337,,938.34,2023-09-08,2024-09-07,BRK-2071
POL-004867,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,779063,Roof Tie-Down,2780.59,2025-06-06,2026-06-06,
POL-004868,Coral Coast Mutual,810,Darwin NT,T-W,Home,694909,Shutters Installed,5667.19,2023-02-24,2024-02-24,BRK-1042
POL-004869,Southern Cross Insurance,4825,Cloncurry QLD,B-F,SME,2668439,Roof Tie-Down,4224.51,2025-08-27,2026-08-27,BRK-1042
POL-004870,Coral Coast Mutual,4680,Gladstone QLD,L-P,SME,1575258,Shutters Installed,6003.5,2023-07-22,2024-07-21,
POL-004871,Outback Assurance Group,4655,Hervey Bay QLD,L-P,Home,721703,Roof Tie-Down,2571.84,2024-06-07,2025-06-07,BRK-3390
POL-004872,Pacific Rim Insurance,4825,Mount Isa QLD,B-F,Strata,8137345,,14964.05,2024-11-06,2025-11-06,BRK-4118
POL-004873,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,560184,,2283.81,2024-05-21,2025-05-21,BRK-3390
POL-004874,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,635712,,5466.04,2023-12-17,2024-12-16,BRK-3390
POL-004875,Outback Assurance Group,4350,Toowoomba QLD,B-F,SME,2762001,Elevated Slab,4403.41,2023-03-26,2024-03-25,BRK-2071
POL-004876,Northbeam General,800,Darwin NT,T-W,Home,550128,Elevated Slab,4795.51,2024-07-26,2025-07-26,BRK-4118
POL-004877,Coral Coast Mutual,4810,Townsville QLD,T-W,Home,578144,Roof Tie-Down,4323.96,2025-05-23,2026-05-23,
POL-004878,Pacific Rim Insurance,810,Darwin NT,T-W,SME,2300569,Roof Tie-Down,20041.79,2025-03-03,2026-03-03,BRK-2071
POL-004879,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,663513,,2870.42,2023-04-09,2024-04-08,
POL-004880,Outback Assurance Group,4810,Townsville QLD,T-W,Home,563911,Roof Tie-Down,4856.15,2024-01-19,2025-01-18,BRK-2071
POL-004881,Northbeam General,6721,Port Hedland WA,T-W,SME,651835,Shutters Installed,5583.41,2023-02-11,2024-02-11,BRK-1042
POL-004882,Pacific Rim Insurance,850,Alice Springs NT,B-F,Home,524807,,937.71,2023-01-27,2024-01-27,BRK-4118
POL-004883,Northbeam General,4825,Cloncurry QLD,B-F,Home,447711,,857.86,2024-01-07,2025-01-06,BRK-3390
POL-004884,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,1106871,Roof Tie-Down,6406.35,2023-10-19,2024-10-18,BRK-1042
POL-004885,Northbeam General,4870,Cairns QLD,T-W,SME,1240014,Roof Tie-Down,11011.76,2024-03-22,2025-03-22,BRK-1042
POL-004886,Northbeam General,6721,Port Hedland WA,T-W,Home,273123,,2634.04,2023-04-03,2024-04-02,BRK-2071
POL-004887,Northbeam General,4825,Mount Isa QLD,B-F,SME,1917068,,3601.47,2024-11-06,2025-11-06,BRK-4118
POL-004888,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,845783,Shutters Installed,2754.42,2023-01-28,2024-01-28,BRK-4118
POL-004889,Northbeam General,850,Alice Springs NT,B-F,Home,392916,Shutters Installed,637.29,2024-11-02,2025-11-02,BRK-1042
POL-004890,Southern Cross Insurance,810,Darwin NT,T-W,Home,340538,Elevated Slab,2779.37,2024-08-31,2025-08-31,BRK-3390
POL-004891,Coral Coast Mutual,800,Darwin NT,T-W,Home,494552,Shutters Installed,3803.41,2024-05-29,2025-05-29,BRK-2071
POL-004892,Outback Assurance Group,850,Alice Springs NT,B-F,Home,703409,Shutters Installed,1117.52,2025-07-02,2026-07-02,BRK-4118
POL-004893,Northbeam General,4879,Innisfail QLD,T-W,Home,767544,Roof Tie-Down,5874.66,2025-04-19,2026-04-19,BRK-3390
POL-004894,Northbeam General,800,Darwin NT,T-W,SME,1093839,Roof Tie-Down,9043.4,2025-06-23,2026-06-23,BRK-2071
POL-004895,Coral Coast Mutual,4720,Charters Towers QLD,L-P,Home,346748,Shutters Installed,1185.9,2025-05-29,2026-05-29,BRK-4118
POL-004896,Pacific Rim Insurance,4825,Cloncurry QLD,B-F,Home,881601,,1444.3,2024-07-12,2025-07-12,BRK-1042
POL-004897,Northbeam General,4825,Mount Isa QLD,B-F,Home,566689,,1083.19,2023-06-11,2024-06-10,BRK-3390
POL-004898,Pacific Rim Insurance,800,Darwin NT,T-W,SME,2814722,Roof Tie-Down,24405.63,2023-02-06,2024-02-06,BRK-4118
POL-004899,Northbeam General,810,Darwin NT,T-W,Home,586523,Shutters Installed,4634.4,2024-07-29,2025-07-29,BRK-3390
POL-004900,Outback Assurance Group,800,Darwin NT,T-W,Home,701976,Roof Tie-Down,6100.39,2024-10-03,2025-10-03,BRK-4118
POL-004901,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,322566,Shutters Installed,534.12,2023-03-29,2024-03-28,BRK-2071
POL-004902,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,SME,786889,,5235.88,2025-06-28,2026-06-28,BRK-1042
POL-004903,Northbeam General,850,Alice Springs NT,B-F,Home,281638,Shutters Installed,397.47,2025-01-09,2026-01-09,BRK-3390
POL-004904,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,Home,511111,,3171.01,2025-03-29,2026-03-29,
POL-004905,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,767045,Roof Tie-Down,5669.41,2025-07-04,2026-07-04,BRK-1042
POL-004906,Northbeam General,850,Alice Springs NT,B-F,SME,2480087,Shutters Installed,3759.46,2025-02-08,2026-02-08,BRK-2071
POL-004907,Outback Assurance Group,4680,Gladstone QLD,L-P,SME,1037634,,4119.32,2025-04-25,2026-04-25,BRK-4118
POL-004908,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,455359,Roof Tie-Down,2597.44,2025-09-09,2026-09-09,BRK-2071
POL-004909,Outback Assurance Group,4825,Mount Isa QLD,B-F,Home,307535,,533.13,2025-06-29,2026-06-29,BRK-3390
POL-004910,Northbeam General,4870,Cairns QLD,T-W,Strata,11618899,,112853.18,2025-05-30,2026-05-30,BRK-2071
POL-004911,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,273813,,1606.67,2024-08-31,2025-08-31,BRK-2071
POL-004912,Northbeam General,6000,Perth WA,B-F,Home,666182,,1174.48,2024-09-11,2025-09-11,BRK-4118
POL-004913,Outback Assurance Group,810,Darwin NT,T-W,Strata,13576644,Shutters Installed,108780.94,2023-01-30,2024-01-30,BRK-2071
POL-004914,Outback Assurance Group,800,Darwin NT,T-W,SME,437339,Shutters Installed,3730.23,2024-08-16,2025-08-16,BRK-3390
POL-004915,Northbeam General,4825,Mount Isa QLD,B-F,Home,691299,Roof Tie-Down,993.78,2023-07-06,2024-07-05,BRK-3390
POL-004916,Outback Assurance Group,6721,Port Hedland WA,T-W,Home,675953,Roof Tie-Down,5281.08,2024-07-01,2025-07-01,BRK-1042
POL-004917,Northbeam General,6721,Port Hedland WA,T-W,Home,801690,,7695.35,2024-09-30,2025-09-30,
POL-004918,Northbeam General,4350,Toowoomba QLD,B-F,Home,255456,,491.16,2024-05-19,2025-05-19,BRK-4118
POL-004919,Coral Coast Mutual,810,Darwin NT,T-W,Home,818054,,8297.59,2023-05-25,2024-05-24,
POL-004920,Southern Cross Insurance,4825,Cloncurry QLD,B-F,Strata,7973875,,13825.83,2025-06-10,2026-06-10,BRK-2071
POL-004921,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,854093,Roof Tie-Down,5148.11,2025-03-11,2026-03-11,BRK-2071
POL-004922,Outback Assurance Group,4703,Rockhampton QLD,Q-S,Strata,4769803,,32729.3,2023-08-29,2024-08-28,BRK-4118
POL-004923,Outback Assurance Group,850,Alice Springs NT,B-F,Home,824414,,1546.4,2023-07-20,2024-07-19,BRK-4118
POL-004924,Coral Coast Mutual,4802,Townsville QLD,T-W,SME,1408816,Roof Tie-Down,11448.74,2023-02-03,2024-02-03,BRK-1042
POL-004925,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,794087,Elevated Slab,1169.08,2024-03-07,2025-03-07,
POL-004926,Outback Assurance Group,4720,Charters Towers QLD,L-P,Home,528657,,2041.96,2023-08-25,2024-08-24,BRK-2071
POL-004927,Northbeam General,4825,Mount Isa QLD,B-F,Home,360781,Elevated Slab,547.29,2023-12-20,2024-12-19,BRK-4118
POL-004928,Coral Coast Mutual,4802,Townsville QLD,T-W,Home,377746,Elevated Slab,2903.97,2024-06-09,2025-06-09,BRK-1042
POL-004929,Coral Coast Mutual,4870,Cairns QLD,T-W,Home,532438,Roof Tie-Down,4087.1,2023-03-23,2024-03-22,BRK-2071
POL-004930,Outback Assurance Group,4737,Bowen QLD,Q-S,Home,576742,Roof Tie-Down,3321.19,2024-12-20,2025-12-20,BRK-1042
POL-004931,Southern Cross Insurance,4825,Mount Isa QLD,B-F,Home,374007,,619.62,2024-01-31,2025-01-30,
POL-004932,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,SME,2565926,Roof Tie-Down,14481.74,2024-02-14,2025-02-13,BRK-2071
POL-004933,Coral Coast Mutual,6714,Karratha WA,T-W,Home,532710,,4938.36,2023-12-26,2024-12-25,BRK-4118
POL-004934,Coral Coast Mutual,4700,Rockhampton QLD,Q-S,SME,1435148,,9104.16,2025-02-10,2026-02-10,BRK-1042
POL-004935,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,529883,Roof Tie-Down,860.49,2023-07-23,2024-07-22,BRK-1042
POL-004936,Outback Assurance Group,6000,Perth WA,B-F,Home,604379,Shutters Installed,988.98,2023-12-29,2024-12-28,BRK-2071
POL-004937,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,257282,Shutters Installed,2223.49,2023-04-05,2024-04-04,BRK-4118
POL-004938,Northbeam General,4879,Innisfail QLD,T-W,Home,770663,Roof Tie-Down,6565.92,2025-09-06,2026-09-06,BRK-4118
POL-004939,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,530028,,2309.37,2024-12-08,2025-12-08,BRK-3390
POL-004940,Pacific Rim Insurance,4737,Bowen QLD,Q-S,SME,2038206,,14037.52,2023-08-26,2024-08-25,BRK-1042
POL-004941,Outback Assurance Group,4680,Gladstone QLD,L-P,SME,2836596,,11496.35,2024-11-26,2025-11-26,BRK-1042
POL-004942,Pacific Rim Insurance,4870,Cairns QLD,T-W,Strata,6339221,,54554.17,2025-01-03,2026-01-03,BRK-2071
POL-004943,Southern Cross Insurance,4802,Townsville QLD,T-W,Home,628233,,5410.96,2023-04-27,2024-04-26,BRK-3390
POL-004944,Southern Cross Insurance,4703,Rockhampton QLD,Q-S,Home,522233,,3636.29,2025-02-10,2026-02-10,BRK-2071
POL-004945,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,514112,,936.87,2023-07-13,2024-07-12,BRK-2071
POL-004946,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,431110,,2976.22,2025-08-08,2026-08-08,
POL-004947,Pacific Rim Insurance,6714,Karratha WA,T-W,SME,920570,,8404.14,2023-07-05,2024-07-04,BRK-4118
POL-004948,Coral Coast Mutual,4680,Gladstone QLD,L-P,Home,656006,,2715.41,2023-12-04,2024-12-03,BRK-1042
POL-004949,Coral Coast Mutual,810,Darwin NT,T-W,SME,2396401,,24325.58,2024-12-15,2025-12-15,BRK-3390
POL-004950,Southern Cross Insurance,4879,Innisfail QLD,T-W,Home,774801,Shutters Installed,5640.57,2023-01-13,2024-01-13,BRK-4118
POL-004951,Outback Assurance Group,4879,Innisfail QLD,T-W,Strata,14053589,,143237.74,2024-10-25,2025-10-25,BRK-3390
POL-004952,Pacific Rim Insurance,4703,Rockhampton QLD,Q-S,Home,548389,,3705.05,2023-11-23,2024-11-22,BRK-3390
POL-004953,Northbeam General,4700,Rockhampton QLD,Q-S,Home,679181,,4601.5,2024-07-18,2025-07-18,BRK-4118
POL-004954,Southern Cross Insurance,4700,Rockhampton QLD,Q-S,Home,789373,,5239.74,2025-01-05,2026-01-05,BRK-2071
POL-004955,Southern Cross Insurance,4740,Mackay QLD,Q-S,Home,737717,Elevated Slab,4121.69,2025-08-26,2026-08-26,BRK-1042
POL-004956,Southern Cross Insurance,810,Darwin NT,T-W,SME,1817007,,17083.67,2025-09-01,2026-09-01,BRK-1042
POL-004957,Southern Cross Insurance,4350,Toowoomba QLD,B-F,Home,843786,Shutters Installed,1239.8,2023-10-16,2024-10-15,BRK-1042
POL-004958,Northbeam General,6721,Port Hedland WA,T-W,Home,507135,,4637.96,2023-12-26,2024-12-25,BRK-3390
POL-004959,Outback Assurance Group,4825,Cloncurry QLD,B-F,Home,427190,Shutters Installed,676.41,2025-04-09,2026-04-09,BRK-1042
POL-004960,Northbeam General,4680,Gladstone QLD,L-P,SME,2806600,,12951.28,2023-05-08,2024-05-07,BRK-3390
POL-004961,Outback Assurance Group,4740,Mackay QLD,Q-S,Strata,7464531,Elevated Slab,40238.19,2024-10-14,2025-10-14,BRK-4118
POL-004962,Southern Cross Insurance,850,Alice Springs NT,B-F,Home,792798,Roof Tie-Down,1227.63,2025-06-23,2026-06-23,BRK-1042
POL-004963,Pacific Rim Insurance,4720,Charters Towers QLD,L-P,SME,557366,,2422.93,2024-06-18,2025-06-18,
POL-004964,Southern Cross Insurance,6000,Perth WA,B-F,Home,252127,,452.71,2024-08-13,2025-08-13,BRK-2071
POL-004965,Coral Coast Mutual,800,Darwin NT,T-W,Strata,7044854,Roof Tie-Down,61813.91,2023-09-21,2024-09-20,BRK-4118
POL-004966,Pacific Rim Insurance,4655,Hervey Bay QLD,L-P,SME,832311,Roof Tie-Down,3268.1,2025-05-26,2026-05-26,BRK-3390
POL-004967,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,630885,,1203.78,2023-06-26,2024-06-25,BRK-3390
POL-004968,Coral Coast Mutual,850,Alice Springs NT,B-F,Home,791254,,1543.11,2025-05-28,2026-05-28,BRK-4118
POL-004969,Outback Assurance Group,4700,Rockhampton QLD,Q-S,Home,756307,,5378.58,2024-07-26,2025-07-26,BRK-1042
POL-004970,Northbeam General,4737,Bowen QLD,Q-S,Home,837736,,5867.14,2024-10-09,2025-10-09,BRK-1042
POL-004971,Pacific Rim Insurance,6714,Karratha WA,T-W,Home,349412,Shutters Installed,2627.85,2025-02-07,2026-02-07,BRK-4118
POL-004972,Pacific Rim Insurance,4870,Cairns QLD,T-W,Home,424060,Roof Tie-Down,3360.03,2024-08-08,2025-08-08,BRK-2071
POL-004973,Pacific Rim Insurance,4740,Mackay QLD,Q-S,Home,681944,,4634.78,2023-06-01,2024-05-31,BRK-3390
POL-004974,Pacific Rim Insurance,4879,Innisfail QLD,T-W,Home,463142,,4443.24,2023-08-09,2024-08-08,
POL-004975,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Home,672063,Elevated Slab,2523.06,2024-11-15,2025-11-15,BRK-4118
POL-004976,Outback Assurance Group,810,Darwin NT,T-W,Strata,2019526,,20448.32,2023-07-13,2024-07-12,BRK-2071
POL-004977,Northbeam General,4870,Cairns QLD,T-W,SME,488814,,4594.53,2025-04-10,2026-04-10,BRK-3390
POL-004978,Outback Assurance Group,850,Alice Springs NT,B-F,Home,786992,Roof Tie-Down,1264.74,2024-03-02,2025-03-02,BRK-3390
POL-004979,Pacific Rim Insurance,4802,Townsville QLD,T-W,Home,286829,Roof Tie-Down,2348.87,2025-06-29,2026-06-29,BRK-4118
POL-004980,Outback Assurance Group,4350,Toowoomba QLD,B-F,Home,412058,Shutters Installed,652.18,2024-12-09,2025-12-09,BRK-1042
POL-004981,Pacific Rim Insurance,850,Alice Springs NT,B-F,SME,2117005,,4141.27,2023-06-30,2024-06-29,BRK-4118
POL-004982,Coral Coast Mutual,4879,Innisfail QLD,T-W,Home,550309,,5409.03,2023-10-03,2024-10-02,BRK-2071
POL-004983,Coral Coast Mutual,4655,Hervey Bay QLD,L-P,Home,743765,Roof Tie-Down,2599.57,2024-11-24,2025-11-24,BRK-4118
POL-004984,Coral Coast Mutual,4825,Mount Isa QLD,B-F,SME,2506149,,4152.86,2024-08-23,2025-08-23,BRK-1042
POL-004985,Northbeam General,850,Alice Springs NT,B-F,Home,292318,Elevated Slab,419.86,2023-12-08,2024-12-07,BRK-4118
POL-004986,Northbeam General,810,Darwin NT,T-W,Home,438273,Elevated Slab,3466.29,2025-09-27,2026-09-27,BRK-1042
POL-004987,Coral Coast Mutual,4740,Mackay QLD,Q-S,Home,657833,,4415.57,2025-07-14,2026-07-14,BRK-4118
POL-004988,Pacific Rim Insurance,4680,Gladstone QLD,L-P,Home,714835,,2835.79,2023-01-11,2024-01-11,BRK-1042
POL-004989,Outback Assurance Group,4740,Mackay QLD,Q-S,Strata,6327018,,43392.13,2023-02-10,2024-02-10,BRK-1042
POL-004990,Coral Coast Mutual,4350,Toowoomba QLD,B-F,Home,609482,Elevated Slab,866.6,2023-06-02,2024-06-01,BRK-3390
POL-004991,Pacific Rim Insurance,4737,Bowen QLD,Q-S,Home,378106,,2273.43,2024-12-26,2025-12-26,BRK-2071
POL-004992,Coral Coast Mutual,4703,Rockhampton QLD,Q-S,Home,872387,,6218.79,2023-03-05,2024-03-04,BRK-1042
POL-004993,Northbeam General,4703,Rockhampton QLD,Q-S,Home,678023,,4495.71,2023-08-02,2024-08-01,
POL-004994,Coral Coast Mutual,810,Darwin NT,T-W,Home,520398,Shutters Installed,3890.85,2024-06-29,2025-06-29,BRK-3390
POL-004995,Northbeam General,4655,Hervey Bay QLD,L-P,Home,794877,,3158.79,2023-05-24,2024-05-23,BRK-3390
POL-004996,Northbeam General,850,Alice Springs NT,B-F,SME,2831564,Roof Tie-Down,4079.2,2023-02-06,2024-02-06,BRK-3390
POL-004997,Pacific Rim Insurance,4350,Toowoomba QLD,B-F,SME,623164,,1011.07,2024-12-10,2025-12-10,BRK-3390
POL-004998,Southern Cross Insurance,6721,Port Hedland WA,T-W,Home,285682,Shutters Installed,2170.51,2024-04-01,2025-04-01,
POL-004999,Pacific Rim Insurance,6000,Perth WA,B-F,Home,456205,Shutters Installed,723.51,2024-10-09,2025-10-09,BRK-1042
POL-005000,Southern Cross Insurance,4720,Charters Towers QLD,L-P,Home,667987,Shutters Installed,2448.92,2025-09-18,2026-09-18,BRK-3390
